0.000000	0.000000	0.000000	1.0
0.000000	0.000000	6.000000	1.0
0.000000	0.000000	12.000000	1.0
0.000000	0.000000	18.000000	1.0
0.000000	0.000000	24.000000	1.0
0.000000	0.000000	29.000000	1.0
0.000000	0.000000	35.000000	1.0
0.000000	0.000000	41.000000	1.0
0.000000	0.000000	47.000000	1.0
0.000000	0.000000	53.000000	1.0
0.000000	0.000000	59.000000	1.0
0.000000	0.000000	65.000000	1.0
0.000000	0.000000	71.000000	1.0
0.000000	0.000000	76.000000	1.0
0.000000	0.000000	82.000000	1.0
0.000000	0.000000	88.000000	1.0
0.000000	0.000000	94.000000	1.0
0.000000	0.000000	100.000000	1.0
0.000000	0.000000	106.000000	1.0
0.000000	0.000000	112.000000	1.0
0.000000	0.000000	118.000000	1.0
0.000000	0.000000	124.000000	1.0
0.000000	0.000000	129.000000	1.0
0.000000	0.000000	135.000000	1.0
0.000000	0.000000	141.000000	1.0
0.000000	0.000000	147.000000	1.0
0.000000	0.000000	153.000000	1.0
0.000000	0.000000	159.000000	1.0
0.000000	0.000000	165.000000	1.0
0.000000	0.000000	171.000000	1.0
0.000000	0.000000	176.000000	1.0
0.000000	0.000000	182.000000	1.0
0.000000	0.000000	188.000000	1.0
0.000000	0.000000	194.000000	1.0
0.000000	0.000000	200.000000	1.0
0.000000	0.000000	206.000000	1.0
0.000000	0.000000	212.000000	1.0
0.000000	0.000000	218.000000	1.0
0.000000	0.000000	224.000000	1.0
0.000000	0.000000	229.000000	1.0
0.000000	0.000000	235.000000	1.0
0.000000	0.000000	241.000000	1.0
0.000000	0.000000	247.000000	1.0
0.000000	0.000000	253.000000	1.0
0.000000	4.000000	255.000000	1.0
0.000000	10.000000	255.000000	1.0
0.000000	16.000000	255.000000	1.0
0.000000	21.000000	255.000000	1.0
0.000000	27.000000	255.000000	1.0
0.000000	33.000000	255.000000	1.0
0.000000	39.000000	255.000000	1.0
0.000000	45.000000	255.000000	1.0
0.000000	51.000000	255.000000	1.0
0.000000	57.000000	255.000000	1.0
0.000000	63.000000	255.000000	1.0
0.000000	69.000000	255.000000	1.0
0.000000	74.000000	255.000000	1.0
0.000000	80.000000	255.000000	1.0
0.000000	86.000000	255.000000	1.0
0.000000	92.000000	255.000000	1.0
0.000000	98.000000	255.000000	1.0
0.000000	104.000000	255.000000	1.0
0.000000	110.000000	255.000000	1.0
0.000000	116.000000	255.000000	1.0
0.000000	121.000000	255.000000	1.0
0.000000	127.000000	255.000000	1.0
0.000000	133.000000	255.000000	1.0
0.000000	139.000000	255.000000	1.0
0.000000	145.000000	255.000000	1.0
0.000000	151.000000	255.000000	1.0
0.000000	157.000000	255.000000	1.0
0.000000	163.000000	255.000000	1.0
0.000000	169.000000	255.000000	1.0
0.000000	174.000000	255.000000	1.0
0.000000	180.000000	255.000000	1.0
0.000000	186.000000	255.000000	1.0
0.000000	192.000000	255.000000	1.0
0.000000	198.000000	255.000000	1.0
0.000000	204.000000	255.000000	1.0
0.000000	210.000000	255.000000	1.0
0.000000	216.000000	255.000000	1.0
0.000000	221.000000	255.000000	1.0
0.000000	227.000000	255.000000	1.0
0.000000	233.000000	255.000000	1.0
0.000000	239.000000	255.000000	1.0
0.000000	245.000000	255.000000	1.0
0.000000	251.000000	255.000000	1.0
0.000000	255.000000	253.000000	1.0
0.000000	255.000000	247.000000	1.0
0.000000	255.000000	241.000000	1.0
0.000000	255.000000	234.000000	1.0
0.000000	255.000000	228.000000	1.0
0.000000	255.000000	222.000000	1.0
0.000000	255.000000	216.000000	1.0
0.000000	255.000000	209.000000	1.0
0.000000	255.000000	203.000000	1.0
0.000000	255.000000	197.000000	1.0
0.000000	255.000000	191.000000	1.0
0.000000	255.000000	184.000000	1.0
0.000000	255.000000	178.000000	1.0
0.000000	255.000000	172.000000	1.0
0.000000	255.000000	166.000000	1.0
0.000000	255.000000	159.000000	1.0
0.000000	255.000000	153.000000	1.0
0.000000	255.000000	147.000000	1.0
0.000000	255.000000	141.000000	1.0
0.000000	255.000000	134.000000	1.0
0.000000	255.000000	128.000000	1.0
0.000000	255.000000	122.000000	1.0
0.000000	255.000000	116.000000	1.0
0.000000	255.000000	109.000000	1.0
0.000000	255.000000	103.000000	1.0
0.000000	255.000000	97.000000	1.0
0.000000	255.000000	91.000000	1.0
0.000000	255.000000	84.000000	1.0
0.000000	255.000000	78.000000	1.0
0.000000	255.000000	72.000000	1.0
0.000000	255.000000	66.000000	1.0
0.000000	255.000000	59.000000	1.0
0.000000	255.000000	53.000000	1.0
0.000000	255.000000	47.000000	1.0
0.000000	255.000000	41.000000	1.0
0.000000	255.000000	34.000000	1.0
0.000000	255.000000	28.000000	1.0
0.000000	255.000000	22.000000	1.0
0.000000	255.000000	16.000000	1.0
0.000000	255.000000	9.000000	1.0
0.000000	255.000000	3.000000	1.0
3.000000	255.000000	0.000000	1.0
9.000000	255.000000	0.000000	1.0
